family,input_profile,populated_slots,population,reason,split,vocabulary_profile
inverse,passive,45556,parent_pool,role,val,clean_parent_train_minocc100
itemRequiresStatement,passive,187,parent_pool,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
itemRequiresStatement,passive,15,parent_pool,local_constraint_parameter,val,clean_parent_train_minocc100
itemRequiresStatement,passive,615,parent_pool,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
itemRequiresStatement,passive,45126,parent_pool,output_constant,val,clean_parent_train_minocc100
itemRequiresStatement,passive,12770,parent_pool,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
itemRequiresStatement,passive,31749,parent_pool,role,val,clean_parent_train_minocc100
oneOf,passive,17,parent_pool,local_constraint_parameter,val,clean_parent_train_minocc100
oneOf,passive,1,parent_pool,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
oneOf,passive,1459,parent_pool,output_constant,val,clean_parent_train_minocc100
oneOf,passive,14,parent_pool,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
oneOf,passive,9153,parent_pool,role,val,clean_parent_train_minocc100
single,passive,68,parent_pool,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
single,passive,1,parent_pool,local_constraint_parameter,val,clean_parent_train_minocc100
single,passive,273,parent_pool,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
single,passive,1015,parent_pool,output_constant,val,clean_parent_train_minocc100
single,passive,4385,parent_pool,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
single,passive,117876,parent_pool,role,val,clean_parent_train_minocc100
symmetric,passive,2,parent_pool,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
symmetric,passive,22,parent_pool,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
symmetric,passive,36,parent_pool,output_constant,val,clean_parent_train_minocc100
symmetric,passive,108,parent_pool,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
symmetric,passive,27291,parent_pool,role,val,clean_parent_train_minocc100
type,passive,24,parent_pool,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
type,passive,3,parent_pool,local_constraint_parameter,val,clean_parent_train_minocc100
type,passive,79,parent_pool,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
type,passive,55902,parent_pool,output_constant,val,clean_parent_train_minocc100
type,passive,1241,parent_pool,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
type,passive,34584,parent_pool,role,val,clean_parent_train_minocc100
valueRequiresStatement,passive,46,parent_pool,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
valueRequiresStatement,passive,2,parent_pool,local_constraint_parameter,val,clean_parent_train_minocc100
valueRequiresStatement,passive,225,parent_pool,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
valueRequiresStatement,passive,44228,parent_pool,output_constant,val,clean_parent_train_minocc100
valueRequiresStatement,passive,4766,parent_pool,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
valueRequiresStatement,passive,42881,parent_pool,role,val,clean_parent_train_minocc100
valueType,passive,14,parent_pool,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
valueType,passive,3,parent_pool,local_constraint_parameter,val,clean_parent_train_minocc100
valueType,passive,131,parent_pool,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
valueType,passive,57759,parent_pool,output_constant,val,clean_parent_train_minocc100
valueType,passive,1052,parent_pool,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
valueType,passive,32655,parent_pool,role,val,clean_parent_train_minocc100
overall,factorized,625,parent_pool,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
overall,factorized,162,parent_pool,local_constraint_parameter,overall,clean_parent_train_minocc100
overall,factorized,9679,parent_pool,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
overall,factorized,1540703,parent_pool,output_constant,overall,clean_parent_train_minocc100
overall,factorized,190473,parent_pool,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
overall,factorized,4368434,parent_pool,role,overall,clean_parent_train_minocc100
overall,factorized,306,parent_pool,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
overall,factorized,80,parent_pool,local_constraint_parameter,test,clean_parent_train_minocc100
overall,factorized,1453,parent_pool,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
overall,factorized,230985,parent_pool,output_constant,test,clean_parent_train_minocc100
overall,factorized,28454,parent_pool,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
overall,factorized,655000,parent_pool,role,test,clean_parent_train_minocc100
overall,factorized,6752,parent_pool,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
overall,factorized,1078857,parent_pool,output_constant,train,clean_parent_train_minocc100
overall,factorized,133582,parent_pool,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
overall,factorized,3058110,parent_pool,role,train,clean_parent_train_minocc100
overall,factorized,319,parent_pool,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
overall,factorized,82,parent_pool,local_constraint_parameter,val,clean_parent_train_minocc100
overall,factorized,1474,parent_pool,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
overall,factorized,230861,parent_pool,output_constant,val,clean_parent_train_minocc100
overall,factorized,28437,parent_pool,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
overall,factorized,655324,parent_pool,role,val,clean_parent_train_minocc100
conflictWith,factorized,17,parent_pool,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
conflictWith,factorized,4,parent_pool,local_constraint_parameter,overall,clean_parent_train_minocc100
conflictWith,factorized,427,parent_pool,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
conflictWith,factorized,30003,parent_pool,output_constant,overall,clean_parent_train_minocc100
conflictWith,factorized,11513,parent_pool,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
conflictWith,factorized,668781,parent_pool,role,overall,clean_parent_train_minocc100
distinct,factorized,5,parent_pool,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
distinct,factorized,21,parent_pool,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
distinct,factorized,13008,parent_pool,output_constant,overall,clean_parent_train_minocc100
distinct,factorized,13182,parent_pool,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
distinct,factorized,1421659,parent_pool,role,overall,clean_parent_train_minocc100
inverse,factorized,13,parent_pool,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
inverse,factorized,2,parent_pool,local_constraint_parameter,overall,clean_parent_train_minocc100
inverse,factorized,282,parent_pool,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
inverse,factorized,126127,parent_pool,output_constant,overall,clean_parent_train_minocc100
inverse,factorized,2702,parent_pool,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
inverse,factorized,304800,parent_pool,role,overall,clean_parent_train_minocc100
itemRequiresStatement,factorized,305,parent_pool,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
itemRequiresStatement,factorized,91,parent_pool,local_constraint_parameter,overall,clean_parent_train_minocc100
itemRequiresStatement,factorized,4058,parent_pool,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
itemRequiresStatement,factorized,301548,parent_pool,output_constant,overall,clean_parent_train_minocc100
itemRequiresStatement,factorized,85583,parent_pool,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
itemRequiresStatement,factorized,211715,parent_pool,role,overall,clean_parent_train_minocc100
oneOf,factorized,3,parent_pool,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
oneOf,factorized,34,parent_pool,local_constraint_parameter,overall,clean_parent_train_minocc100
oneOf,factorized,3,parent_pool,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
oneOf,factorized,9986,parent_pool,output_constant,overall,clean_parent_train_minocc100
oneOf,factorized,97,parent_pool,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
oneOf,factorized,61373,parent_pool,role,overall,clean_parent_train_minocc100
single,factorized,116,parent_pool,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
single,factorized,7,parent_pool,local_constraint_parameter,overall,clean_parent_train_minocc100
single,factorized,1784,parent_pool,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
single,factorized,7002,parent_pool,output_constant,overall,clean_parent_train_minocc100
single,factorized,29235,parent_pool,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
single,factorized,785614,parent_pool,role,overall,clean_parent_train_minocc100
symmetric,factorized,7,parent_pool,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
symmetric,factorized,98,parent_pool,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
symmetric,factorized,209,parent_pool,output_constant,overall,clean_parent_train_minocc100
symmetric,factorized,794,parent_pool,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
symmetric,factorized,181175,parent_pool,role,overall,clean_parent_train_minocc100
type,factorized,43,parent_pool,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
type,factorized,7,parent_pool,local_constraint_parameter,overall,clean_parent_train_minocc100
type,factorized,708,parent_pool,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
type,factorized,372383,parent_pool,output_constant,overall,clean_parent_train_minocc100
type,factorized,8509,parent_pool,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
type,factorized,231094,parent_pool,role,overall,clean_parent_train_minocc100
valueRequiresStatement,factorized,89,parent_pool,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
valueRequiresStatement,factorized,11,parent_pool,local_constraint_parameter,overall,clean_parent_train_minocc100
valueRequiresStatement,factorized,1528,parent_pool,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
valueRequiresStatement,factorized,295406,parent_pool,output_constant,overall,clean_parent_train_minocc100
valueRequiresStatement,factorized,31772,parent_pool,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
valueRequiresStatement,factorized,284817,parent_pool,role,overall,clean_parent_train_minocc100
valueType,factorized,27,parent_pool,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
valueType,factorized,6,parent_pool,local_constraint_parameter,overall,clean_parent_train_minocc100
valueType,factorized,770,parent_pool,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
valueType,factorized,385031,parent_pool,output_constant,overall,clean_parent_train_minocc100
valueType,factorized,7086,parent_pool,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
valueType,factorized,217406,parent_pool,role,overall,clean_parent_train_minocc100
conflictWith,factorized,9,parent_pool,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
conflictWith,factorized,2,parent_pool,local_constraint_parameter,test,clean_parent_train_minocc100
conflictWith,factorized,71,parent_pool,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
conflictWith,factorized,4513,parent_pool,output_constant,test,clean_parent_train_minocc100
conflictWith,factorized,1671,parent_pool,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
conflictWith,factorized,100369,parent_pool,role,test,clean_parent_train_minocc100
distinct,factorized,2,parent_pool,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
distinct,factorized,2,parent_pool,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
distinct,factorized,1989,parent_pool,output_constant,test,clean_parent_train_minocc100
distinct,factorized,1992,parent_pool,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
distinct,factorized,213356,parent_pool,role,test,clean_parent_train_minocc100
inverse,factorized,9,parent_pool,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
inverse,factorized,39,parent_pool,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
inverse,factorized,18986,parent_pool,output_constant,test,clean_parent_train_minocc100
inverse,factorized,361,parent_pool,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
inverse,factorized,45666,parent_pool,role,test,clean_parent_train_minocc100
itemRequiresStatement,factorized,145,parent_pool,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
itemRequiresStatement,factorized,49,parent_pool,local_constraint_parameter,test,clean_parent_train_minocc100
itemRequiresStatement,factorized,606,parent_pool,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
itemRequiresStatement,factorized,45081,parent_pool,output_constant,test,clean_parent_train_minocc100
itemRequiresStatement,factorized,12877,parent_pool,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
itemRequiresStatement,factorized,31692,parent_pool,role,test,clean_parent_train_minocc100
oneOf,factorized,3,parent_pool,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
oneOf,factorized,17,parent_pool,local_constraint_parameter,test,clean_parent_train_minocc100
oneOf,factorized,1,parent_pool,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
oneOf,factorized,1490,parent_pool,output_constant,test,clean_parent_train_minocc100
oneOf,factorized,20,parent_pool,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
oneOf,factorized,9230,parent_pool,role,test,clean_parent_train_minocc100
single,factorized,52,parent_pool,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
single,factorized,2,parent_pool,local_constraint_parameter,test,clean_parent_train_minocc100
single,factorized,255,parent_pool,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
single,factorized,983,parent_pool,output_constant,test,clean_parent_train_minocc100
single,factorized,4418,parent_pool,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
single,factorized,117794,parent_pool,role,test,clean_parent_train_minocc100
symmetric,factorized,5,parent_pool,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
symmetric,factorized,12,parent_pool,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
symmetric,factorized,24,parent_pool,output_constant,test,clean_parent_train_minocc100
symmetric,factorized,105,parent_pool,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
symmetric,factorized,26965,parent_pool,role,test,clean_parent_train_minocc100
type,factorized,20,parent_pool,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
type,factorized,3,parent_pool,local_constraint_parameter,test,clean_parent_train_minocc100
type,factorized,124,parent_pool,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
type,factorized,55851,parent_pool,output_constant,test,clean_parent_train_minocc100
type,factorized,1265,parent_pool,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
type,factorized,34723,parent_pool,role,test,clean_parent_train_minocc100
valueRequiresStatement,factorized,48,parent_pool,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
valueRequiresStatement,factorized,4,parent_pool,local_constraint_parameter,test,clean_parent_train_minocc100
valueRequiresStatement,factorized,222,parent_pool,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
valueRequiresStatement,factorized,44315,parent_pool,output_constant,test,clean_parent_train_minocc100
valueRequiresStatement,factorized,4691,parent_pool,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
valueRequiresStatement,factorized,42652,parent_pool,role,test,clean_parent_train_minocc100
valueType,factorized,13,parent_pool,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
valueType,factorized,3,parent_pool,local_constraint_parameter,test,clean_parent_train_minocc100
valueType,factorized,121,parent_pool,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
valueType,factorized,57753,parent_pool,output_constant,test,clean_parent_train_minocc100
valueType,factorized,1054,parent_pool,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
valueType,factorized,32553,parent_pool,role,test,clean_parent_train_minocc100
conflictWith,factorized,282,parent_pool,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
conflictWith,factorized,21052,parent_pool,output_constant,train,clean_parent_train_minocc100
conflictWith,factorized,8114,parent_pool,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
conflictWith,factorized,468102,parent_pool,role,train,clean_parent_train_minocc100
distinct,factorized,17,parent_pool,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
distinct,factorized,9064,parent_pool,output_constant,train,clean_parent_train_minocc100
distinct,factorized,9207,parent_pool,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
distinct,factorized,995034,parent_pool,role,train,clean_parent_train_minocc100
inverse,factorized,191,parent_pool,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
inverse,factorized,88198,parent_pool,output_constant,train,clean_parent_train_minocc100
inverse,factorized,1951,parent_pool,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
inverse,factorized,213578,parent_pool,role,train,clean_parent_train_minocc100
itemRequiresStatement,factorized,2837,parent_pool,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
itemRequiresStatement,factorized,211341,parent_pool,output_constant,train,clean_parent_train_minocc100
itemRequiresStatement,factorized,59936,parent_pool,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
itemRequiresStatement,factorized,148274,parent_pool,role,train,clean_parent_train_minocc100
oneOf,factorized,1,parent_pool,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
oneOf,factorized,7037,parent_pool,output_constant,train,clean_parent_train_minocc100
oneOf,factorized,63,parent_pool,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
oneOf,factorized,42990,parent_pool,role,train,clean_parent_train_minocc100
single,factorized,1256,parent_pool,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
single,factorized,5004,parent_pool,output_constant,train,clean_parent_train_minocc100
single,factorized,20432,parent_pool,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
single,factorized,549944,parent_pool,role,train,clean_parent_train_minocc100
symmetric,factorized,64,parent_pool,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
symmetric,factorized,149,parent_pool,output_constant,train,clean_parent_train_minocc100
symmetric,factorized,581,parent_pool,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
symmetric,factorized,126919,parent_pool,role,train,clean_parent_train_minocc100
type,factorized,505,parent_pool,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
type,factorized,260630,parent_pool,output_constant,train,clean_parent_train_minocc100
type,factorized,6003,parent_pool,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
type,factorized,161787,parent_pool,role,train,clean_parent_train_minocc100
valueRequiresStatement,factorized,1081,parent_pool,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
valueRequiresStatement,factorized,206863,parent_pool,output_constant,train,clean_parent_train_minocc100
valueRequiresStatement,factorized,22315,parent_pool,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
valueRequiresStatement,factorized,199284,parent_pool,role,train,clean_parent_train_minocc100
valueType,factorized,518,parent_pool,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
valueType,factorized,269519,parent_pool,output_constant,train,clean_parent_train_minocc100
valueType,factorized,4980,parent_pool,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
valueType,factorized,152198,parent_pool,role,train,clean_parent_train_minocc100
conflictWith,factorized,8,parent_pool,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
conflictWith,factorized,2,parent_pool,local_constraint_parameter,val,clean_parent_train_minocc100
conflictWith,factorized,74,parent_pool,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
conflictWith,factorized,4438,parent_pool,output_constant,val,clean_parent_train_minocc100
conflictWith,factorized,1728,parent_pool,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
conflictWith,factorized,100310,parent_pool,role,val,clean_parent_train_minocc100
distinct,factorized,3,parent_pool,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
distinct,factorized,2,parent_pool,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
distinct,factorized,1955,parent_pool,output_constant,val,clean_parent_train_minocc100
distinct,factorized,1983,parent_pool,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
distinct,factorized,213269,parent_pool,role,val,clean_parent_train_minocc100
inverse,factorized,4,parent_pool,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
inverse,factorized,2,parent_pool,local_constraint_parameter,val,clean_parent_train_minocc100
inverse,factorized,52,parent_pool,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
inverse,factorized,18943,parent_pool,output_constant,val,clean_parent_train_minocc100
inverse,factorized,390,parent_pool,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
inverse,factorized,45556,parent_pool,role,val,clean_parent_train_minocc100
itemRequiresStatement,factorized,160,parent_pool,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
itemRequiresStatement,factorized,42,parent_pool,local_constraint_parameter,val,clean_parent_train_minocc100
itemRequiresStatement,factorized,615,parent_pool,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
itemRequiresStatement,factorized,45126,parent_pool,output_constant,val,clean_parent_train_minocc100
itemRequiresStatement,factorized,12770,parent_pool,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
itemRequiresStatement,factorized,31749,parent_pool,role,val,clean_parent_train_minocc100
oneOf,factorized,17,parent_pool,local_constraint_parameter,val,clean_parent_train_minocc100
oneOf,factorized,1,parent_pool,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
oneOf,factorized,1459,parent_pool,output_constant,val,clean_parent_train_minocc100
oneOf,factorized,14,parent_pool,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
oneOf,factorized,9153,parent_pool,role,val,clean_parent_train_minocc100
single,factorized,64,parent_pool,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
single,factorized,5,parent_pool,local_constraint_parameter,val,clean_parent_train_minocc100
single,factorized,273,parent_pool,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
single,factorized,1015,parent_pool,output_constant,val,clean_parent_train_minocc100
single,factorized,4385,parent_pool,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
single,factorized,117876,parent_pool,role,val,clean_parent_train_minocc100
symmetric,factorized,2,parent_pool,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
symmetric,factorized,22,parent_pool,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
symmetric,factorized,36,parent_pool,output_constant,val,clean_parent_train_minocc100
symmetric,factorized,108,parent_pool,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
symmetric,factorized,27291,parent_pool,role,val,clean_parent_train_minocc100
type,factorized,23,parent_pool,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
type,factorized,4,parent_pool,local_constraint_parameter,val,clean_parent_train_minocc100
type,factorized,79,parent_pool,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
type,factorized,55902,parent_pool,output_constant,val,clean_parent_train_minocc100
type,factorized,1241,parent_pool,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
type,factorized,34584,parent_pool,role,val,clean_parent_train_minocc100
valueRequiresStatement,factorized,41,parent_pool,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
valueRequiresStatement,factorized,7,parent_pool,local_constraint_parameter,val,clean_parent_train_minocc100
valueRequiresStatement,factorized,225,parent_pool,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
valueRequiresStatement,factorized,44228,parent_pool,output_constant,val,clean_parent_train_minocc100
valueRequiresStatement,factorized,4766,parent_pool,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
valueRequiresStatement,factorized,42881,parent_pool,role,val,clean_parent_train_minocc100
valueType,factorized,14,parent_pool,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
valueType,factorized,3,parent_pool,local_constraint_parameter,val,clean_parent_train_minocc100
valueType,factorized,131,parent_pool,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
valueType,factorized,57759,parent_pool,output_constant,val,clean_parent_train_minocc100
valueType,factorized,1052,parent_pool,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
valueType,factorized,32655,parent_pool,role,val,clean_parent_train_minocc100
overall,passive,276,existing_sample,known_constant_blocked_by_output_mask,overall,existing_train_val_minocc100
overall,passive,24,existing_sample,local_constraint_parameter,overall,existing_train_val_minocc100
overall,passive,4849,existing_sample,missing_role_present_local_neighbor,overall,existing_train_val_minocc100
overall,passive,770657,existing_sample,output_constant,overall,existing_train_val_minocc100
overall,passive,95157,existing_sample,outside_fixed_vocabulary_and_input,overall,existing_train_val_minocc100
overall,passive,2184480,existing_sample,role,overall,existing_train_val_minocc100
overall,passive,276,existing_sample,known_constant_blocked_by_output_mask,test,existing_train_val_minocc100
overall,passive,24,existing_sample,local_constraint_parameter,test,existing_train_val_minocc100
overall,passive,744,existing_sample,missing_role_present_local_neighbor,test,existing_train_val_minocc100
overall,passive,115423,existing_sample,output_constant,test,existing_train_val_minocc100
overall,passive,14298,existing_sample,outside_fixed_vocabulary_and_input,test,existing_train_val_minocc100
overall,passive,327689,existing_sample,role,test,existing_train_val_minocc100
overall,passive,3398,existing_sample,missing_role_present_local_neighbor,train,existing_train_val_minocc100
overall,passive,539540,existing_sample,output_constant,train,existing_train_val_minocc100
overall,passive,66759,existing_sample,outside_fixed_vocabulary_and_input,train,existing_train_val_minocc100
overall,passive,1529252,existing_sample,role,train,existing_train_val_minocc100
overall,passive,707,existing_sample,missing_role_present_local_neighbor,val,existing_train_val_minocc100
overall,passive,115694,existing_sample,output_constant,val,existing_train_val_minocc100
overall,passive,14100,existing_sample,outside_fixed_vocabulary_and_input,val,existing_train_val_minocc100
overall,passive,327539,existing_sample,role,val,existing_train_val_minocc100
conflictWith,passive,8,existing_sample,known_constant_blocked_by_output_mask,overall,existing_train_val_minocc100
conflictWith,passive,1,existing_sample,local_constraint_parameter,overall,existing_train_val_minocc100
conflictWith,passive,192,existing_sample,missing_role_present_local_neighbor,overall,existing_train_val_minocc100
conflictWith,passive,15078,existing_sample,output_constant,overall,existing_train_val_minocc100
conflictWith,passive,5805,existing_sample,outside_fixed_vocabulary_and_input,overall,existing_train_val_minocc100
conflictWith,passive,334587,existing_sample,role,overall,existing_train_val_minocc100
distinct,passive,1,existing_sample,known_constant_blocked_by_output_mask,overall,existing_train_val_minocc100
distinct,passive,10,existing_sample,missing_role_present_local_neighbor,overall,existing_train_val_minocc100
distinct,passive,6578,existing_sample,output_constant,overall,existing_train_val_minocc100
distinct,passive,6586,existing_sample,outside_fixed_vocabulary_and_input,overall,existing_train_val_minocc100
distinct,passive,710974,existing_sample,role,overall,existing_train_val_minocc100
inverse,passive,6,existing_sample,known_constant_blocked_by_output_mask,overall,existing_train_val_minocc100
inverse,passive,150,existing_sample,missing_role_present_local_neighbor,overall,existing_train_val_minocc100
inverse,passive,63183,existing_sample,output_constant,overall,existing_train_val_minocc100
inverse,passive,1344,existing_sample,outside_fixed_vocabulary_and_input,overall,existing_train_val_minocc100
inverse,passive,152802,existing_sample,role,overall,existing_train_val_minocc100
itemRequiresStatement,passive,139,existing_sample,known_constant_blocked_by_output_mask,overall,existing_train_val_minocc100
itemRequiresStatement,passive,12,existing_sample,local_constraint_parameter,overall,existing_train_val_minocc100
itemRequiresStatement,passive,2050,existing_sample,missing_role_present_local_neighbor,overall,existing_train_val_minocc100
itemRequiresStatement,passive,150909,existing_sample,output_constant,overall,existing_train_val_minocc100
itemRequiresStatement,passive,42689,existing_sample,outside_fixed_vocabulary_and_input,overall,existing_train_val_minocc100
itemRequiresStatement,passive,105803,existing_sample,role,overall,existing_train_val_minocc100
oneOf,passive,2,existing_sample,known_constant_blocked_by_output_mask,overall,existing_train_val_minocc100
oneOf,passive,7,existing_sample,local_constraint_parameter,overall,existing_train_val_minocc100
oneOf,passive,1,existing_sample,missing_role_present_local_neighbor,overall,existing_train_val_minocc100
oneOf,passive,4994,existing_sample,output_constant,overall,existing_train_val_minocc100
oneOf,passive,50,existing_sample,outside_fixed_vocabulary_and_input,overall,existing_train_val_minocc100
oneOf,passive,30673,existing_sample,role,overall,existing_train_val_minocc100
single,passive,38,existing_sample,known_constant_blocked_by_output_mask,overall,existing_train_val_minocc100
single,passive,884,existing_sample,missing_role_present_local_neighbor,overall,existing_train_val_minocc100
