index,constraint_id,constraint_type,density_bucket,candidate_count,selected_candidate_index,oracle_candidate_index,non_vacuous_oracle_candidate_index,selected_slots,oracle_slots,non_vacuous_oracle_slots,selected_safe,oracle_safe,selected_non_vacuous_safe,oracle_non_vacuous_safe,selected_events,oracle_events,non_vacuous_oracle_events
198,52397,valueRequiresStatement,1,41,1,30,,"[74215, 31319, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 28, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 28, ""numerator"": 19}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 9, ""numerator"": 0}, ""srr"": {""denominator"": 18, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 28, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 32, ""numerator"": 26}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 9, ""numerator"": 3}, ""srr"": {""denominator"": 18, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
199,71312,valueType,1,42,2,33,,"[74215, 29803, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 13, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 13, ""numerator"": 12}, ""pfr"": {""denominator"": 1, ""numerator"": 0}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 12, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 13, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 16, ""numerator"": 15}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 12, ""numerator"": 1}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
200,64245,valueType,1,47,7,36,,"[74215, 29762, 29900, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 75, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 75, ""numerator"": 69}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 6, ""numerator"": 0}, ""srr"": {""denominator"": 69, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 75, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 88, ""numerator"": 84}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 6, ""numerator"": 2}, ""srr"": {""denominator"": 69, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
203,51435,valueType,1,44,4,31,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 95, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 95, ""numerator"": 81}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 14, ""numerator"": 0}, ""srr"": {""denominator"": 81, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 95, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 111, ""numerator"": 99}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 14, ""numerator"": 2}, ""srr"": {""denominator"": 81, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
204,58452,conflictWith,1,42,23,36,36,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74196, 74197]","[0, 0, 0, 74195, 74196, 74197]",1,1,0,1,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 27, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 28, ""numerator"": 11}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 17, ""numerator"": 0}, ""srr"": {""denominator"": 9, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 27, ""numerator"": 17}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 27, ""numerator"": 26}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 17, ""numerator"": 16}, ""srr"": {""denominator"": 9, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 27, ""numerator"": 17}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 27, ""numerator"": 26}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 17, ""numerator"": 16}, ""srr"": {""denominator"": 9, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
205,68647,inverse,1,42,2,30,,"[74215, 74214, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 16, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 16, ""numerator"": 4}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 12, ""numerator"": 0}, ""srr"": {""denominator"": 3, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 16, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 17, ""numerator"": 5}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 12, ""numerator"": 0}, ""srr"": {""denominator"": 3, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
206,50387,inverse,1,42,2,29,,"[74215, 74214, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 15, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 15, ""numerator"": 7}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 8, ""numerator"": 0}, ""srr"": {""denominator"": 6, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 15, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 17, ""numerator"": 10}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 8, ""numerator"": 1}, ""srr"": {""denominator"": 6, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
208,52144,conflictWith,1,43,23,24,,"[0, 0, 0, 74195, 74214, 74197]","[0, 0, 0, 74195, 74214, 74215]",,0,1,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 18, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 18, ""numerator"": 5}, ""pfr"": {""denominator"": 1, ""numerator"": 0}, ""sir"": {""denominator"": 12, ""numerator"": 0}, ""srr"": {""denominator"": 5, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 18, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 19, ""numerator"": 8}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 12, ""numerator"": 1}, ""srr"": {""denominator"": 5, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
210,73973,valueType,1,46,6,35,,"[74215, 29803, 29818, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 81, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 81, ""numerator"": 55}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 26, ""numerator"": 0}, ""srr"": {""denominator"": 54, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 81, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 98, ""numerator"": 72}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 26, ""numerator"": 0}, ""srr"": {""denominator"": 54, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
211,52701,conflictWith,1,41,22,22,24,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74196, 74215]",1,1,0,1,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 25, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 30, ""numerator"": 18}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 14, ""numerator"": 2}, ""srr"": {""denominator"": 10, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 25, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 30, ""numerator"": 18}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 14, ""numerator"": 2}, ""srr"": {""denominator"": 10, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 25, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 26, ""numerator"": 14}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 14, ""numerator"": 2}, ""srr"": {""denominator"": 10, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
215,71311,type,1,54,14,15,,"[74195, 29762, 30002, 0, 0, 0]","[74215, 29762, 30002, 0, 0, 0]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 19, ""numerator"": -3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 19, ""numerator"": 15}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 1, ""numerator"": 0}, ""srr"": {""denominator"": 17, ""numerator"": 3}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 19, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 19, ""numerator"": 19}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 17, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
216,52410,valueType,1,42,2,29,,"[74215, 31319, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 15, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 15, ""numerator"": 4}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 11, ""numerator"": 0}, ""srr"": {""denominator"": 4, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 15, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 18, ""numerator"": 10}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 11, ""numerator"": 3}, ""srr"": {""denominator"": 4, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
218,56958,valueType,1,42,2,33,,"[74215, 29762, 38587, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 90, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 90, ""numerator"": 74}, ""pfr"": {""denominator"": 1, ""numerator"": 0}, ""sir"": {""denominator"": 15, ""numerator"": 0}, ""srr"": {""denominator"": 74, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 90, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 110, ""numerator"": 97}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 15, ""numerator"": 2}, ""srr"": {""denominator"": 74, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
219,71311,type,1,54,14,34,,"[74195, 29762, 98872, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 93, ""numerator"": -2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 93, ""numerator"": 91}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 92, ""numerator"": 2}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 93, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 0}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 93, ""numerator"": 93}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 92, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
221,64245,valueType,1,47,7,36,,"[74215, 29762, 29900, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 13, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 13, ""numerator"": 2}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 11, ""numerator"": 0}, ""srr"": {""denominator"": 2, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 13, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 15, ""numerator"": 6}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 11, ""numerator"": 2}, ""srr"": {""denominator"": 2, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
225,64322,valueType,1,45,5,32,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 180, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 180, ""numerator"": 166}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 14, ""numerator"": 0}, ""srr"": {""denominator"": 166, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 180, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 217, ""numerator"": 203}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 14, ""numerator"": 0}, ""srr"": {""denominator"": 166, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
226,71311,type,1,54,14,46,,"[74195, 29762, 30002, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 25, ""numerator"": -2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 25, ""numerator"": 22}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 1, ""numerator"": 0}, ""srr"": {""denominator"": 23, ""numerator"": 2}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 25, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 29, ""numerator"": 28}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 1, ""numerator"": 0}, ""srr"": {""denominator"": 23, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
227,58453,inverse,1,42,2,32,,"[74215, 32015, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 3, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 3, ""numerator"": 1}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 2, ""numerator"": 0}, ""srr"": {""denominator"": 0, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 3, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 3, ""numerator"": 2}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 2, ""numerator"": 1}, ""srr"": {""denominator"": 0, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
228,51433,valueRequiresStatement,1,41,1,29,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 76, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 76, ""numerator"": 66}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 10, ""numerator"": 0}, ""srr"": {""denominator"": 65, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 76, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 84, ""numerator"": 76}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 10, ""numerator"": 2}, ""srr"": {""denominator"": 65, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
